Draw number,Draw date,draw_date_iso,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Supplementary Number 3,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
937,31/01/2012,2012-01-31,12,39,9,14,32,1,18.0,25,11,,0.0,0.0,0.0,0.0,3.0,0.0,90137.7,30045.9,34.0,4.0,185577.1,5458.15,229.0,30.0,95435.75,416.75,2195.0,376.0,111396.25,50.75,51991.0,7977.0,1273779.5,24.5,100247.0,15070.0,1428519.75,14.25
938,07/02/2012,2012-02-07,33,5,1,20,25,39,21.0,29,41,,0.0,0.0,0.0,0.0,1.0,1.0,124852.1,124852.1,59.0,6.0,257048.25,4356.75,349.0,55.0,132201.2,378.8,3276.0,444.0,154299.6,47.1,75004.0,10556.0,1762594.0,23.5,135768.0,18979.0,1975424.4,14.55
939,14/02/2012,2012-02-14,7,10,27,31,43,23,25.0,20,34,,1.0,0.0,15000000.0,15000000.0,3.0,1.0,172883.55,57627.85,117.0,23.0,355937.4,3042.2,582.0,89.0,183039.0,314.5,5246.0,756.0,213512.2,40.7,114655.0,15870.0,2442151.5,21.3,196825.0,27493.0,2735867.5,13.9
940,21/02/2012,2012-02-21,13,19,41,31,45,6,14.0,9,28,,1.0,0.0,2000000.0,2000000.0,2.0,1.0,72204.0,36102.0,30.0,0.0,148654.5,4955.15,250.0,41.0,76450.0,305.8,1868.0,334.0,89197.0,47.75,43000.0,6303.0,1019100.0,23.7,82282.0,11454.0,1143719.8,13.9
941,28/02/2012,2012-02-28,30,8,43,12,17,5,28.0,25,31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,4.0,211216.0,4912.0,246.0,22.0,73111.2,297.2,2332.0,295.0,85351.2,36.6,49283.0,6849.0,975803.4,19.8,78455.0,10724.0,1094447.25,13.95
942,06/03/2012,2012-03-06,21,41,32,5,15,29,7.0,37,36,,1.0,0.0,5000000.0,5000000.0,4.0,0.0,88885.6,22221.4,39.0,4.0,182999.7,4692.3,257.0,35.0,94113.4,366.2,2456.0,336.0,109783.2,44.7,56388.0,7430.0,1254633.0,22.25,98139.0,12967.0,1408294.65,14.35
943,13/03/2012,2012-03-13,23,26,3,42,32,33,29.0,13,36,,0.0,0.0,0.0,0.0,6.0,1.0,68165.7,11360.95,35.0,8.0,140341.25,4009.75,386.0,35.0,72182.0,187.0,1739.0,286.0,84167.6,48.4,41554.0,6059.0,961975.1,23.15,82917.0,11712.0,1077921.0,13.0
944,20/03/2012,2012-03-20,23,3,15,34,40,5,22.0,26,2,,0.0,0.0,0.0,0.0,1.0,0.0,84455.2,84455.2,30.0,3.0,173878.5,5795.95,235.0,32.0,89417.5,380.5,2098.0,289.0,104375.5,49.75,51391.0,6939.0,1192271.2,23.2,92523.0,12521.0,1336957.35,14.45
945,27/03/2012,2012-03-27,17,11,24,15,3,18,39.0,34,23,,0.0,0.0,0.0,0.0,4.0,0.0,114533.2,28633.3,46.0,7.0,235802.9,5126.15,324.0,47.0,121273.2,374.3,3045.0,400.0,141440.25,46.45,72251.0,9536.0,1618422.4,22.4,127465.0,16928.0,1810003.0,14.2
946,03/04/2012,2012-04-03,21,36,7,10,44,19,27.0,2,8,,0.0,0.0,0.0,0.0,5.0,1.0,143067.75,28613.55,87.0,13.0,294551.55,3385.65,558.0,82.0,151497.0,271.5,4719.0,696.0,176726.55,37.45,101362.0,14093.0,2022171.9,19.95,174264.0,23594.0,2265432.0,13.0
947,10/04/2012,2012-04-10,36,35,45,42,15,22,6.0,10,23,,0.0,0.0,0.0,0.0,2.0,0.0,161635.7,80817.85,88.0,16.0,332780.8,3781.6,462.0,51.0,171147.9,370.45,4195.0,591.0,199682.0,47.6,94677.0,12548.0,2281715.7,24.1,172331.0,22720.0,2559115.35,14.85
948,17/04/2012,2012-04-17,21,38,24,40,35,9,27.0,30,39,,0.0,0.0,0.0,0.0,9.0,0.0,255847.05,28427.45,142.0,26.0,526741.9,3709.45,834.0,101.0,270883.2,324.8,6899.0,961.0,315974.2,45.8,155152.0,21271.0,3615041.6,23.3,274318.0,38153.0,4046190.5,14.75
949,24/04/2012,2012-04-24,27,45,19,16,6,11,4.0,13,43,,0.0,0.0,0.0,0.0,13.0,1.0,361704.2,27823.4,199.0,21.0,744687.85,3742.15,1237.0,195.0,382975.2,309.6,10893.0,1491.0,446613.0,41.0,243312.0,33039.0,5109552.0,21.0,432658.0,59382.0,5732718.5,13.25
950,01/05/2012,2012-05-01,6,2,37,34,36,25,29.0,3,8,,0.0,0.0,0.0,0.0,21.0,1.0,721271.25,34346.25,312.0,37.0,1484964.0,4759.5,2084.0,296.0,763681.8,366.45,18157.0,2540.0,890600.85,49.05,424392.0,57856.0,10185408.0,24.0,783401.0,105882.0,11398484.55,14.55
951,08/05/2012,2012-05-08,17,8,28,34,41,42,6.0,4,19,,3.0,0.0,74856587.28,24952195.76,27.0,5.0,1269179.55,47006.65,627.0,103.0,2613022.5,4167.5,3806.0,583.0,1343898.6,353.1,33131.0,5027.0,1567096.3,47.3,766771.0,117936.0,17904102.85,23.35,1402533.0,213856.0,20056221.9,14.3
952,15/05/2012,2012-05-15,45,38,10,14,7,19,17.0,20,25,,0.0,0.0,0.0,0.0,1.0,0.0,76061.8,76061.8,37.0,6.0,156596.95,4232.35,230.0,33.0,80534.5,350.15,2158.0,334.0,93980.9,43.55,49358.0,6902.0,1073536.5,21.75,87341.0,12092.0,1205305.8,13.8
953,22/05/2012,2012-05-22,14,6,45,22,33,12,38.0,19,13,,1.0,1.0,5000000.0,5000000.0,1.0,0.0,100044.05,100044.05,58.0,11.0,205972.5,3551.25,309.0,50.0,105925.2,342.8,2736.0,377.0,123530.4,45.15,58679.0,8577.0,1411229.95,24.05,110366.0,15614.0,1583752.1,14.35
954,29/05/2012,2012-05-29,35,11,45,37,3,43,29.0,5,24,,0.0,0.0,0.0,0.0,5.0,0.0,76697.0,15339.4,49.0,10.0,157904.95,3222.55,264.0,39.0,81206.4,307.6,2594.0,452.0,94681.0,36.5,52218.0,7842.0,1083523.5,20.75,87161.0,12394.0,1211537.9,13.9
955,05/06/2012,2012-06-05,37,12,1,44,34,33,30.0,27,38,,0.0,0.0,0.0,0.0,4.0,0.0,89794.8,22448.7,50.0,7.0,184872.5,3697.45,251.0,32.0,95078.8,378.8,2059.0,276.0,110877.15,53.85,49889.0,7053.0,1267180.6,25.4,93767.0,13276.0,1420570.05,15.15
956,12/06/2012,2012-06-12,10,8,42,26,45,33,7.0,30,37,,0.0,0.0,0.0,0.0,2.0,0.0,133086.9,66543.45,58.0,6.0,274003.6,4724.2,399.0,59.0,140906.85,353.15,3463.0,540.0,164319.35,47.45,82331.0,12639.0,1877146.8,22.8,145139.0,21998.0,2104515.5,14.5
957,19/06/2012,2012-06-19,16,4,1,2,31,39,10.0,18,21,,1.0,0.0,13000000.0,13000000.0,3.0,0.0,162798.9,54266.3,76.0,15.0,335175.2,4410.2,467.0,66.0,172369.7,369.1,4179.0,570.0,201009.9,48.1,95917.0,13420.0,2297212.15,23.95,178203.0,25721.0,2575033.35,14.45
958,26/06/2012,2012-06-26,7,11,19,17,25,43,1.0,14,21,,0.0,0.0,0.0,0.0,5.0,1.0,72366.75,14473.35,59.0,4.0,148989.75,2525.25,336.0,37.0,76624.8,228.05,2786.0,328.0,89430.6,32.1,58615.0,7771.0,1022831.75,17.45,96427.0,12953.0,1147481.3,11.9
959,03/07/2012,2012-07-03,32,34,21,28,19,24,45.0,16,18,,0.0,0.0,0.0,0.0,1.0,0.0,90710.9,90710.9,38.0,4.0,186758.6,4914.7,206.0,27.0,96047.5,466.25,2246.0,348.0,112075.4,49.9,51766.0,7225.0,1281208.5,24.75,94416.0,13045.0,1435123.2,15.2
960,10/07/2012,2012-07-10,20,19,37,40,1,9,4.0,7,24,,1.0,0.0,10000000.0,10000000.0,4.0,0.0,139886.8,34971.7,71.0,9.0,288000.85,4056.35,520.0,73.0,148122.0,284.85,3906.0,562.0,172840.5,44.25,89957.0,12345.0,1974556.15,21.95,168461.0,22827.0,2215262.15,13.15
961,17/07/2012,2012-07-17,32,34,20,3,17,4,16.0,38,41,,0.0,0.0,0.0,0.0,3.0,1.0,73992.45,24664.15,36.0,10.0,152337.6,4231.6,184.0,23.0,78347.2,425.8,1809.0,252.0,91444.95,50.55,41839.0,5622.0,1043883.05,24.95,67723.0,9798.0,1171607.9,17.3
962,24/07/2012,2012-07-24,31,20,40,36,6,29,43.0,17,2,,0.0,0.0,0.0,0.0,4.0,1.0,87108.8,21777.2,51.0,9.0,179341.5,3516.5,286.0,58.0,92235.0,322.5,2075.0,337.0,107588.75,51.85,49588.0,7452.0,1229782.4,24.8,88742.0,13072.0,1379938.1,15.55
963,31/07/2012,2012-07-31,14,20,1,17,19,8,5.0,18,2,,1.0,0.0,10000000.0,10000000.0,12.0,2.0,127003.2,10583.6,107.0,14.0,261475.9,2443.7,629.0,108.0,134480.2,213.8,4436.0,603.0,156812.6,35.35,92504.0,12790.0,1794577.6,19.4,158248.0,22166.0,2009749.6,12.7
964,07/08/2012,2012-08-07,4,15,38,19,28,3,44.0,42,25,,0.0,0.0,0.0,0.0,3.0,1.0,72462.3,24154.1,41.0,6.0,149186.7,3638.7,223.0,27.0,76723.15,344.05,2082.0,317.0,89526.0,43.0,46551.0,6483.0,1024122.0,22.0,74920.0,10277.0,1146276.0,15.3
965,14/08/2012,2012-08-14,42,14,19,7,28,4,18.0,27,40,,0.0,0.0,0.0,0.0,4.0,0.0,90220.8,22555.2,64.0,4.0,185747.2,2902.3,331.0,43.0,95526.6,288.6,3429.0,418.0,111442.5,32.5,69162.0,9322.0,1272580.8,18.4,106059.0,14908.0,1426493.55,13.45
966,21/08/2012,2012-08-21,5,35,18,33,36,32,44.0,4,39,,0.0,0.0,0.0,0.0,6.0,2.0,157819.8,26303.3,76.0,11.0,324922.8,4275.3,422.0,63.0,167112.0,396.0,3842.0,515.0,194981.5,50.75,89849.0,12388.0,2228255.2,24.8,160241.0,21853.0,2499759.6,15.6
967,28/08/2012,2012-08-28,35,42,26,39,28,25,12.0,18,5,,1.0,0.0,13000000.0,13000000.0,4.0,1.0,183400.6,45850.15,79.0,11.0,377588.4,4779.6,519.0,64.0,194183.85,374.15,4671.0,611.0,226543.5,48.5,109270.0,15287.0,2589699.0,23.7,197010.0,27426.0,2905897.5,14.75
968,04/09/2012,2012-09-04,34,6,32,18,44,20,33.0,2,23,,0.0,0.0,0.0,0.0,2.0,0.0,78543.2,39271.6,26.0,5.0,161707.0,6219.5,223.0,34.0,83167.85,372.95,1853.0,293.0,97004.55,52.35,42007.0,5852.0,1108984.8,26.4,79067.0,10743.0,1241351.9,15.7
969,11/09/2012,2012-09-11,26,9,20,10,1,12,32.0,19,17,,0.0,0.0,0.0,0.0,3.0,0.0,87288.9,29096.3,50.0,7.0,179712.5,3594.25,320.0,48.0,92416.0,288.8,2463.0,335.0,107879.4,43.8,55902.0,7950.0,1232639.1,22.05,102011.0,14507.0,1382249.05,13.55
970,18/09/2012,2012-09-18,12,17,11,6,14,16,7.0,10,39,,0.0,0.0,0.0,0.0,6.0,0.0,124823.1,20803.85,87.0,9.0,256989.3,2953.9,533.0,77.0,132157.35,247.95,4494.0,578.0,154144.2,34.3,88407.0,11751.0,1763719.65,19.95,144223.0,18990.0,1975855.1,13.7
971,25/09/2012,2012-09-25,40,45,15,35,5,44,29.0,12,36,,0.0,0.0,0.0,0.0,3.0,0.0,141628.05,47209.35,70.0,13.0,291588.5,4165.55,407.0,58.0,149959.15,368.45,4430.0,601.0,174985.0,39.5,88238.0,12185.0,1998590.7,22.65,147130.0,21141.0,2243732.5,15.25
972,02/10/2012,2012-10-02,28,33,2,15,11,13,41.0,17,16,,0.0,0.0,0.0,0.0,4.0,0.0,154569.6,38642.4,83.0,12.0,318230.3,3834.1,487.0,60.0,163656.35,336.05,4278.0,535.0,191012.7,44.65,94038.0,12094.0,2181681.6,23.2,168990.0,22209.0,2441905.5,14.45
973,09/10/2012,2012-10-09,12,15,1,22,33,4,43.0,45,30,,0.0,0.0,0.0,0.0,11.0,1.0,230208.0,20928.0,106.0,16.0,473957.8,4471.3,717.0,105.0,243744.15,339.95,6042.0,809.0,284276.1,47.05,138838.0,18204.0,3248809.2,23.4,242313.0,31212.0,3646810.65,15.05
974,16/10/2012,2012-10-16,45,16,5,4,23,44,8.0,36,24,,0.0,0.0,0.0,0.0,9.0,0.0,326519.55,36279.95,162.0,16.0,672243.3,4149.65,980.0,126.0,345744.0,352.8,8928.0,1123.0,403545.6,45.2,203059.0,25206.0,4609439.3,22.7,349838.0,44673.0,5160110.5,14.75
975,23/10/2012,2012-10-23,21,27,41,14,16,2,25.0,43,32,,0.0,0.0,0.0,0.0,12.0,0.0,611829.6,50985.8,300.0,35.0,1259655.0,4198.85,1694.0,237.0,647785.6,382.4,15860.0,1916.0,755729.0,47.65,369795.0,45646.0,8634713.25,23.35,640316.0,79298.0,9668771.6,15.1
976,30/10/2012,2012-10-30,26,21,31,4,8,5,16.0,41,32,,0.0,0.0,0.0,0.0,21.0,2.0,1117794.3,53228.3,601.0,91.0,2301349.2,3829.2,3349.0,472.0,1183536.6,353.4,32915.0,4248.0,1380784.25,41.95,715627.0,93647.0,15779575.35,22.05,1182139.0,157126.0,17672978.05,14.95
977,06/11/2012,2012-11-06,29,43,8,7,15,2,13.0,21,20,,4.0,0.0,111972151.04,27993037.76,64.0,9.0,1885113.6,29454.9,1118.0,174.0,3881137.0,3471.5,6475.0,851.0,1995918.75,308.25,57192.0,7844.0,2327714.4,40.7,1261983.0,171576.0,26627841.3,21.1,2178041.0,306605.0,29839161.7,13.7
978,13/11/2012,2012-11-13,8,12,3,37,7,17,39.0,32,23,,0.0,0.0,0.0,0.0,3.0,1.0,87363.45,29121.15,49.0,3.0,179866.75,3670.75,301.0,35.0,92497.3,307.3,2622.0,333.0,107895.3,41.15,60516.0,8644.0,1234526.4,20.4,101697.0,13900.0,1383079.2,13.6
979,20/11/2012,2012-11-20,19,24,39,34,26,43,44.0,31,5,,0.0,0.0,0.0,0.0,3.0,0.0,111221.4,37073.8,46.0,7.0,228985.7,4977.95,309.0,52.0,117759.9,381.1,2571.0,362.0,137419.95,53.45,60280.0,8850.0,1570294.0,26.05,110041.0,16074.0,1760656.0,16.0
980,27/11/2012,2012-11-27,9,13,33,22,16,34,1.0,4,5,,0.0,0.0,0.0,0.0,8.0,1.0,172540.8,21567.6,92.0,10.0,355230.4,3861.2,497.0,83.0,182697.2,367.6,4379.0,573.0,213038.35,48.65,101405.0,13598.0,2433720.0,24.0,194507.0,26070.0,2732823.35,14.05
981,04/12/2012,2012-12-04,1,3,21,31,7,14,24.0,10,34,,0.0,0.0,0.0,0.0,6.0,1.0,190427.4,31737.9,123.0,15.0,392056.35,3187.45,758.0,101.0,201628.0,266.0,6316.0,734.0,235271.0,37.25,133270.0,16957.0,2685390.5,20.15,217853.0,28694.0,3017264.05,13.85
982,11/12/2012,2012-12-11,25,12,21,3,15,5,30.0,32,20,,0.0,0.0,0.0,0.0,6.0,1.0,237231.9,39538.65,186.0,24.0,488417.4,2625.9,991.0,113.0,251168.95,253.45,8636.0,1181.0,293192.2,33.95,171937.0,22219.0,3352771.5,19.5,268783.0,33900.0,3749522.85,13.95
983,18/12/2012,2012-12-18,36,19,15,43,12,41,22.0,38,1,,1.0,0.0,40000000.0,40000000.0,12.0,2.0,369058.8,30754.9,194.0,28.0,759830.1,3916.65,1134.0,154.0,390776.4,344.6,11094.0,1490.0,455963.4,41.1,232356.0,30561.0,5204774.4,22.4,383474.0,47882.0,5847978.5,15.25
984,25/12/2012,2012-12-25,28,16,2,32,15,20,5.0,10,24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,225216.0,4692.0,260.0,45.0,77961.0,299.85,2001.0,294.0,90945.45,45.45,46588.0,6723.0,1038912.4,22.3,88072.0,12707.0,1166954.0,13.25
985,01/01/2013,2013-01-01,39,25,19,28,42,8,30.0,44,43,,0.0,0.0,0.0,0.0,1.0,1.0,81159.15,81159.15,37.0,8.0,167092.0,4516.0,215.0,26.0,85935.5,399.7,2018.0,277.0,100294.6,49.7,48037.0,6040.0,1145682.45,23.85,80077.0,10113.0,1285235.85,16.05
986,08/01/2013,2013-01-08,13,40,35,30,39,1,15.0,33,25,,0.0,0.0,0.0,0.0,7.0,0.0,165853.8,23693.4,77.0,16.0,341464.2,4434.6,512.0,65.0,175616.0,343.0,3979.0,543.0,204918.5,51.5,96184.0,11843.0,2342080.4,24.35,175961.0,21590.0,2621818.9,14.9
987,15/01/2013,2013-01-15,28,17,21,44,34,36,7.0,31,25,,0.0,0.0,0.0,0.0,5.0,0.0,194478.25,38895.65,109.0,16.0,400395.15,3673.35,613.0,79.0,205906.7,335.9,5473.0,725.0,240264.7,43.9,124113.0,16342.0,2742897.3,22.1,210884.0,27199.0,3078906.4,14.6
988,22/01/2013,2013-01-22,30,1,27,14,39,28,24.0,17,8,,0.0,0.0,0.0,0.0,5.0,0.0,210561.25,42112.25,96.0,11.0,433507.2,4515.7,603.0,77.0,222959.25,369.75,5189.0,655.0,260228.35,50.15,123133.0,16109.0,2973661.95,24.15,234563.0,30747.0,3330794.6,14.2
989,29/01/2013,2013-01-29,39,36,6,22,38,19,34.0,40,17,,1.0,0.0,22805037.62,22805037.62,5.0,0.0,243625.0,48725.0,136.0,16.0,501581.6,3688.1,772.0,83.0,257963.8,334.15,6748.0,905.0,300960.8,44.6,148823.0,19157.0,3437811.3,23.1,251421.0,31657.0,3859312.35,15.35
990,05/02/2013,2013-02-05,19,27,45,42,30,37,17.0,8,18,,1.0,0.0,2000000.0,2000000.0,5.0,0.0,83724.75,16744.95,48.0,5.0,172375.2,3591.15,299.0,33.0,88653.5,296.5,2224.0,309.0,103416.0,46.5,51584.0,7186.0,1181273.6,22.9,91184.0,12429.0,1326727.2,14.55
991,12/02/2013,2013-02-12,43,5,16,3,42,2,28.0,27,39,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,243035.1,9001.3,191.0,26.0,84125.95,440.45,1875.0,249.0,98156.25,52.35,44931.0,5964.0,1121028.45,24.95,81583.0,10938.0,1256378.2,15.4
992,19/02/2013,2013-02-19,1,27,41,20,2,18,35.0,22,28,,0.0,0.0,0.0,0.0,3.0,0.0,95098.35,31699.45,41.0,6.0,195791.4,4775.4,261.0,23.0,100693.8,385.8,2163.0,312.0,117450.9,54.3,52252.0,6977.0,1342876.4,25.7,99099.0,13324.0,1506304.8,15.2
993,26/02/2013,2013-02-26,10,8,18,7,34,12,23.0,35,26,,0.0,0.0,0.0,0.0,5.0,0.0,141298.25,28259.65,88.0,14.0,290906.0,3305.75,511.0,65.0,149620.8,292.8,4466.0,502.0,174620.6,39.1,100024.0,12417.0,1995478.8,19.95,162050.0,21231.0,2236290.0,13.8
994,05/03/2013,2013-03-05,27,3,5,26,2,44,11.0,19,45,,0.0,0.0,0.0,0.0,6.0,0.0,170697.3,28449.55,84.0,8.0,351435.0,4183.75,605.0,62.0,180743.75,298.75,4987.0,689.0,210950.1,42.3,116713.0,14361.0,2410123.45,20.65,205366.0,26031.0,2700562.9,13.15
995,12/03/2013,2013-03-12,3,38,21,10,28,40,8.0,19,42,,1.0,0.0,15780618.95,15780618.95,5.0,1.0,184291.5,36858.3,99.0,18.0,379422.45,3832.55,657.0,68.0,195129.0,297.0,5523.0,731.0,227547.6,41.2,121200.0,16074.0,2599740.0,21.45,213189.0,28595.0,2920689.3,13.7
996,19/03/2013,2013-03-19,11,1,37,33,40,26,7.0,27,2,,0.0,0.0,0.0,0.0,2.0,0.0,79702.6,39851.3,43.0,5.0,164094.45,3816.15,298.0,38.0,84393.6,283.2,2557.0,326.0,98444.5,38.5,52818.0,6883.0,1125023.4,21.3,94476.0,12425.0,1261254.6,13.35
997,26/03/2013,2013-03-26,44,14,25,43,19,21,18.0,20,12,,0.0,0.0,0.0,0.0,2.0,1.0,93556.8,46778.4,39.0,7.0,192617.1,4938.9,251.0,46.0,99057.15,394.65,2229.0,318.0,115573.65,51.85,51456.0,7170.0,1319846.4,25.65,98357.0,13742.0,1480272.85,15.05
998,02/04/2013,2013-04-02,35,17,12,44,42,40,7.0,36,30,,0.0,0.0,0.0,0.0,3.0,1.0,134067.6,44689.2,76.0,7.0,276020.6,3631.85,434.0,61.0,141961.4,327.1,3481.0,434.0,165695.6,47.6,78635.0,10406.0,1891171.75,24.05,141367.0,19159.0,2120505.0,15.0
999,09/04/2013,2013-04-09,8,6,32,23,45,3,36.0,21,15,,0.0,0.0,0.0,0.0,7.0,0.0,159806.85,22829.55,67.0,6.0,329013.55,4910.65,531.0,66.0,169203.15,318.65,4390.0,547.0,197330.5,44.95,97155.0,12983.0,2253996.0,23.2,175588.0,22926.0,2528467.2,14.4
1000,16/04/2013,2013-04-16,40,24,4,7,16,22,37.0,43,20,,0.0,0.0,0.0,0.0,8.0,0.0,170623.2,21327.9,79.0,14.0,351281.4,4446.6,536.0,63.0,180658.8,337.05,4593.0,596.0,210818.7,45.9,107671.0,13977.0,2406446.85,22.35,181511.0,24138.0,2695438.35,14.85
1001,23/04/2013,2013-04-23,41,35,19,12,27,39,7.0,8,21,,0.0,0.0,0.0,0.0,7.0,0.0,212448.25,30349.75,128.0,24.0,437395.2,3417.15,783.0,104.0,224955.9,287.3,5956.0,822.0,262361.8,44.05,133943.0,17244.0,3000323.2,22.4,248372.0,31508.0,3365440.6,13.55
1002,30/04/2013,2013-04-30,12,39,27,44,26,6,32.0,14,41,,1.0,0.0,30000000.0,30000000.0,5.0,1.0,276517.75,55303.55,123.0,26.0,569299.35,4628.45,834.0,120.0,292775.7,351.05,7074.0,910.0,341674.2,48.3,160791.0,20849.0,3907221.3,24.3,278733.0,35971.0,4376108.1,15.7
1003,07/05/2013,2013-05-07,31,44,35,28,16,24,18.0,4,20,,0.0,0.0,0.0,0.0,4.0,0.0,81060.0,20265.0,47.0,5.0,166887.6,3550.8,267.0,27.0,85827.15,321.45,1966.0,278.0,100167.7,50.95,45710.0,6376.0,1145035.5,25.05,85937.0,12292.0,1284758.15,14.95
1004,14/05/2013,2013-05-14,13,9,1,12,26,22,41.0,34,39,,0.0,0.0,0.0,0.0,3.0,1.0,101542.95,33847.65,40.0,5.0,209058.0,5226.45,281.0,43.0,107510.6,382.6,2760.0,380.0,125442.0,45.45,64123.0,8734.0,1433149.05,22.35,98520.0,13574.0,1605876.0,16.3
1005,21/05/2013,2013-05-21,3,43,19,23,2,41,39.0,11,33,,0.0,0.0,0.0,0.0,5.0,0.0,153303.5,30660.7,76.0,19.0,315624.2,4152.95,533.0,67.0,162325.15,304.55,4045.0,620.0,189306.0,46.8,92201.0,12974.0,2162113.45,23.45,174442.0,23905.0,2424743.8,13.9
1006,28/05/2013,2013-05-28,1,25,30,31,26,14,35.0,18,27,,0.0,0.0,0.0,0.0,3.0,1.0,177795.9,59265.3,64.0,5.0,366051.2,5719.55,488.0,68.0,188246.0,385.75,4429.0,595.0,219678.4,49.6,103463.0,14769.0,2508977.75,24.25,187146.0,26575.0,2816547.3,15.05
1007,04/06/2013,2013-06-04,18,17,41,22,26,2,5.0,10,40,,0.0,0.0,0.0,0.0,7.0,1.0,190178.8,27168.4,110.0,18.0,391545.0,3559.5,656.0,117.0,201359.2,306.95,5124.0,668.0,234935.4,45.85,114172.0,14774.0,2683042.0,23.5,204756.0,27620.0,3009913.2,14.7
1008,11/06/2013,2013-06-11,3,6,26,29,38,24,25.0,30,19,,0.0,0.0,0.0,0.0,7.0,1.0,225808.1,32258.3,127.0,18.0,464896.2,3660.6,732.0,103.0,239107.8,326.65,5917.0,905.0,278986.55,47.15,135095.0,20302.0,3188242.0,23.6,249576.0,36790.0,3568936.8,14.3
1009,18/06/2013,2013-06-18,31,20,9,40,1,35,29.0,44,27,,0.0,0.0,0.0,0.0,10.0,2.0,268140.5,26814.05,148.0,16.0,552054.8,3730.1,818.0,119.0,283927.8,347.1,7065.0,1034.0,331348.5,46.9,161144.0,23793.0,3786884.0,23.5,284043.0,41860.0,4246442.85,14.95
1010,25/06/2013,2013-06-25,4,20,17,10,16,41,7.0,5,36,,0.0,0.0,0.0,0.0,4.0,1.0,314089.6,78522.4,194.0,28.0,646650.5,3333.25,1098.0,157.0,332584.2,302.9,9102.0,1286.0,388200.3,42.65,197382.0,28146.0,4431225.9,22.45,351917.0,49226.0,4962029.7,14.1
1011,02/07/2013,2013-07-02,45,13,38,42,31,20,15.0,35,18,,2.0,0.0,50000000.0,25000000.0,17.0,5.0,526830.85,30990.05,287.0,53.0,1084659.1,3779.3,1697.0,243.0,557803.9,328.7,13820.0,1983.0,650922.0,47.1,310510.0,42906.0,7436714.5,23.95,564205.0,77116.0,8350234.0,14.8
1012,09/07/2013,2013-07-09,1,41,2,17,13,11,7.0,40,33,,0.0,0.0,0.0,0.0,2.0,1.0,84369.8,42184.9,56.0,7.0,173703.6,3101.85,359.0,47.0,89337.15,248.85,3735.0,474.0,104206.5,27.9,69112.0,9468.0,1192182.0,17.25,99971.0,13533.0,1334612.85,13.35
1013,16/07/2013,2013-07-16,42,33,9,6,2,43,36.0,21,35,,0.0,0.0,0.0,0.0,1.0,0.0,100461.2,100461.2,55.0,10.0,206833.0,3760.6,279.0,43.0,106368.75,381.25,2345.0,334.0,124050.5,52.9,55486.0,7981.0,1417667.3,25.55,98932.0,14414.0,1587858.6,16.05
1014,23/07/2013,2013-07-23,34,41,8,40,28,31,37.0,39,42,,1.0,0.0,10000000.0,10000000.0,2.0,0.0,164316.1,82158.05,73.0,13.0,338296.6,4634.2,474.0,68.0,173981.7,367.05,4286.0,618.0,202942.1,47.35,96630.0,14176.0,2319120.0,24.0,165529.0,24798.0,2598805.3,15.7
1015,30/07/2013,2013-07-30,7,29,39,21,16,3,13.0,9,43,,0.0,0.0,0.0,0.0,2.0,0.0,86678.1,43339.05,47.0,7.0,178454.3,3796.9,414.0,63.0,91783.8,221.7,3171.0,432.0,107021.25,33.75,66067.0,9204.0,1222239.5,18.5,109538.0,15424.0,1369225.0,12.5
1016,06/08/2013,2013-08-06,27,30,33,16,25,29,37.0,21,3,,0.0,0.0,0.0,0.0,6.0,1.0,97328.7,16221.45,48.0,3.0,200383.2,4174.65,280.0,39.0,103054.0,368.05,2409.0,337.0,120209.1,49.9,54902.0,7802.0,1375295.1,25.05,107958.0,14625.0,1538401.5,14.25
1017,13/08/2013,2013-08-13,1,31,11,14,43,30,33.0,27,15,,0.0,0.0,0.0,0.0,3.0,0.0,135413.7,45137.9,54.0,9.0,278793.9,5162.85,393.0,47.0,143386.05,364.85,3360.0,463.0,167328.0,49.8,77946.0,11076.0,1913574.3,24.55,146639.0,20895.0,2140929.4,14.6
1018,20/08/2013,2013-08-20,17,26,38,7,36,45,9.0,44,41,,0.0,0.0,0.0,0.0,8.0,3.0,175711.6,21963.95,73.0,8.0,361758.8,4955.6,522.0,84.0,186040.8,356.4,4536.0,677.0,217047.6,47.85,103432.0,15494.0,2482368.0,24.0,177555.0,27354.0,2778735.75,15.65
